val_loss,val_accuracy,val_top_2_accuracy,loss,accuracy,top_2_accuracy
2.2035634236324153,0.15620437264442444,0.39708030223846436,6.539662796689649,0.32563796639442444,0.529358446598053
1.9803703211229793,0.22919708490371704,0.420924574136734,1.3393138554566464,0.5098020434379578,0.7157643437385559
1.9474937250434337,0.23163017630577087,0.4681265354156494,1.0983078249052944,0.5921297669410706,0.7837824821472168
1.6053700025064233,0.4136252999305725,0.6574209332466125,0.9210023928450537,0.6695922017097473,0.8411161303520203
1.4166894967538597,0.5124087333679199,0.7070559859275818,0.7848320571045133,0.7252563834190369,0.877128541469574
1.4426766586129682,0.5094890594482422,0.7192214131355286,0.6715630844985276,0.7711423635482788,0.9030288457870483
1.3502360461982208,0.5664233565330505,0.7469586133956909,0.5824704318350208,0.8044836521148682,0.9198664426803589
1.5332084378186803,0.5484184622764587,0.7474452257156372,0.5045291537263926,0.8355354070663452,0.9371809959411621
1.7520362008807142,0.5090024471282959,0.7138686180114746,0.4572425917444865,0.8524206876754761,0.9475793242454529
1.593868833997824,0.5381994843482971,0.7425791025161743,0.412931494402368,0.8695921897888184,0.9532554149627686
1.5495201184801812,0.5756691098213196,0.7620437741279602,0.3642451990313158,0.8841402530670166,0.9625089168548584
1.613383860657685,0.5810219049453735,0.7630170583724976,0.3283396474535528,0.8942523002624512,0.9663248062133789
1.976015617145529,0.5270072817802429,0.7265206575393677,0.28823429971840964,0.9073694348335266,0.9717147350311279
1.8703399505638438,0.5615571737289429,0.7596107125282288,0.2666455418521824,0.9137133359909058,0.976580023765564
1.9208819679100149,0.5683698058128357,0.7557177543640137,0.24482471514306653,0.9225852489471436,0.979918897151947
